 Annual; abbreviated (Metric Units)                                     


          USDA WATER EROSION PREDICTION PROJECT
          -------------------------------------

          HILLSLOPE PROFILE AND WATERSHED MODEL
                     VERSION  2000.100
             June 31,       2000


               TO REPORT PROBLEMS OR TO BE PUT ON THE MAILING
               LIST FOR FUTURE WEPP MODEL RELEASES, PLEASE CONTACT:

                    WEPP TECHNICAL SUPPORT
                    USDA-AGRICULTURAL RESEARCH SERVICE
                    NATIONAL SOIL EROSION RESEARCH LABORATORY
                    1196 BUILDING SOIL, PURDUE UNIVERSITY
                    WEST LAFAYETTE, IN 47907-1196  USA

                    PHONE: (765) 494-8673
                      FAX: (765) 494-5948
                    email:  wepp@ecn.purdue.edu
                      URL:  http://topsoil.nserl.purdue.edu/weppmain/wepp.html


     HILLSLOPE INPUT DATA FILES - VERSION  2000.100
        June 31,       2000


    MANAGEMENT: ../working/wepp-181331.man                        
 MAN. PRACTICE: Two OFEs to drive the Disturbed WEPP interface              
                for forest conditions                                       
                W. Elliot 02/99                                             
         SLOPE: ../working/wepp-181331.slp                        
       CLIMATE: ../working/wepp-181331.cli                        
       Station:  GASCON NM Adjusted +                           CLIGEN VERSION  4.31
          SOIL: ../working/wepp-181331.sol                        
      PLANE  1 HIGH                sandy loam          
      PLANE  2 HIGH                sandy loam          


     ANNUAL AVERAGE SUMMARIES
     ------------------------


I.   RAINFALL AND RUNOFF SUMMARY
     -------- --- ------ -------

      total summary:  years    1 -   30

      2195 storms produced                        19527.91 mm of precipitation
       209 rain storm runoff events produced        685.75 mm of runoff
        15 snow melts and/or
             events during winter produced          107.36 mm of runoff

      annual averages
      ---------------

        Number of years                                   30
        Mean annual precipitation                     650.93    mm
        Mean annual runoff from rainfall               22.86    mm
        Mean annual runoff from snow melt
          and/or rain storm during winter               3.58    mm



II.  ON SITE EFFECTS  ON SITE EFFECTS  ON SITE EFFECTS
     ---------------  ---------------  ---------------


  A.  AREA OF NET SOIL LOSS

      ** Soil Loss (Avg. of Net Detachment Areas) =    4.112 kg/m2 **
      ** Maximum Soil Loss  =    5.985 kg/m2 at  152.44 meters **


      Area of    Soil Loss   Soil Loss   MAX   MAX Loss   MIN   MIN Loss
      Net Loss      MEAN      STDEV      Loss    Point    Loss   Point
        (m)       (kg/m2)     (kg/m2)  (kg/m2)    (m)    (kg/m2)  (m)
------------------------------------------------------------------------
   0.00- 304.88    4.112     1.633      5.985  152.44     0.097     1.52



  C.  SOIL LOSS/DEPOSITION ALONG SLOPE PROFILE

          Profile distances are from top to bottom of hillslope
  57.93     3.103  1      160.06     5.391  2      262.20     4.155  2
  59.45     3.190  1      161.59     5.394  2      263.72     4.086  2
  60.98     3.276  1      163.11     5.398  2      265.25     4.020  2
  62.50     3.362  1      164.64     5.402  2      266.77     3.955  2
  64.02     3.447  1      166.16     5.405  2      268.29     3.892  2
  65.55     3.532  1      167.68     5.409  2      269.82     3.824  2
  67.07     3.616  1      169.21     5.412  2      271.34     3.749  2
  68.60     3.700  1      170.73     5.416  2      272.87     3.674  2
  70.12     3.784  1      172.26     5.419  2      274.39     3.593  2
  71.65     3.867  1      173.78     5.422  2      275.92     3.510  2
  73.17     3.951  1      175.31     5.425  2      277.44     3.431  2
  74.70     4.033  1      176.83     5.428  2      278.97     3.353  2
  76.22     4.116  1      178.35     5.431  2      280.49     3.282  2
  77.74     4.183  1      179.88     5.434  2      282.01     3.209  2
  79.27     4.234  1      181.40     5.437  2      283.54     3.133  2
  80.79     4.285  1      182.93     5.440  2      285.06     3.055  2
  82.32     4.335  1      184.45     5.443  2      286.59     2.981  2
  83.84     4.384  1      185.98     5.446  2      288.11     2.910  2
  85.37     4.433  1      187.50     5.448  2      289.64     2.841  2
  86.89     4.480  1      189.03     5.451  2      291.16     2.774  2
  88.42     4.527  1      190.55     5.454  2      292.68     2.708  2
  89.94     4.573  1      192.07     5.456  2      294.21     2.635  2
  91.46     4.618  1      193.60     5.459  2      295.73     2.552  2
  92.99     4.662  1      195.12     5.461  2      297.26     2.441  2
  94.51     4.706  1      196.65     5.464  2      298.78     2.323  2
  96.04     4.749  1      198.17     5.466  2      300.31     2.219  2
  97.56     4.792  1      199.70     5.468  2      301.83     2.110  2
  99.09     4.834  1      201.22     5.471  2      303.36     1.995  2
 100.61     4.875  1      202.75     5.473  2      304.88     1.878  2
 102.13     4.916  1      204.27     5.475  2

note:  (+) soil loss - detachment     (-) soil loss - deposition



III. OFF SITE EFFECTS  OFF SITE EFFECTS  OFF SITE EFFECTS
     ----------------  ----------------  ----------------

     A.  AVERAGE ANNUAL SEDIMENT LEAVING PROFILE
          1253.815   kg/m of width
         *********     kg (based on profile width of    100.000      m)
            41.125   t/ha (assuming contributions from     3.049     ha)
     B.  SEDIMENT CHARACTERISTICS AND ENRICHMENT

     Sediment particle information leaving profile
-------------------------------------------------------------------------------
                                 Particle Composition         Detached Fraction
Class  Diameter  Specific  ---------------------------------  Sediment  In Flow
         (mm)    Gravity   % Sand   % Silt   % Clay   % O.M.  Fraction  Exiting
-------------------------------------------------------------------------------
  1     0.002      2.60      0.0      0.0    100.0     50.0     0.026    0.026
  2     0.010      2.65      0.0    100.0      0.0      0.0     0.170    0.171
  3     0.030      1.80      0.0     77.8     22.2     11.1     0.180    0.181
  4     0.300      1.60     75.3     13.4     11.4      5.7     0.299    0.301
  5     0.200      2.65    100.0      0.0      0.0      0.0     0.325    0.320
-------------------------------------------------------------------------------


     Average annual SSA enrichment ratio leaving profile =   1.01
