 Annual; detailed (Metric Units)                                        


          USDA WATER EROSION PREDICTION PROJECT
          -------------------------------------

          HILLSLOPE PROFILE AND WATERSHED MODEL
                     VERSION  2010.100
           January 28,      2010


               TO REPORT PROBLEMS OR TO BE PUT ON THE MAILING
               LIST FOR FUTURE WEPP MODEL RELEASES, PLEASE CONTACT:

                    WEPP TECHNICAL SUPPORT
                    USDA-AGRICULTURAL RESEARCH SERVICE
                    NATIONAL SOIL EROSION RESEARCH LABORATORY
                    275 SOUTH RUSSELL STREET
                    WEST LAFAYETTE, IN 47907-2077  USA

                    PHONE: (765) 494-8673
                      FAX: (765) 494-5948
                    email:  wepp@ecn.purdue.edu
                      URL:  http://topsoil.nserl.purdue.edu


     HILLSLOPE INPUT DATA FILES - VERSION  2010.100
      January 28,      2010


    MANAGEMENT: ../working/wepp-208084.man                        
 MAN. PRACTICE: Two OFEs for forest conditions                              
                W. Elliot 02/99                                             
                                                                            
         SLOPE: ../working/wepp-208084.slp                        
       CLIMATE: ../working/wepp-208084.cli                        
       Station:  SAINT MARIES ID777 + +                         CLIGEN VERSION  4.31
          SOIL: ../working/wepp-208084.sol                        
      PLANE  1 SHORT               silt loam           
      PLANE  2 OldF                silt loam           


     HILLSLOPE 1 YEARLY SUMMARY FOR    1
     ----------------------------------


I.   RAINFALL AND RUNOFF SUMMARY
     -------- --- ------ -------

      year:      1

         Rainfall         Storm Runoff        Melt Runoff
      events   amount   events   amount     events  amount
                (mm)              (mm)               (mm)

       119     776.40       0       0.00       6       4.18


II.  ON SITE EFFECTS  ON SITE EFFECTS  ON SITE EFFECTS
     ---------------  ---------------  ---------------




  C.  SOIL LOSS/DEPOSITION ALONG SLOPE PROFILE

          Profile distances are from top to bottom of hillslope


 distance soil  flow    distance   soil  flow    distance   soil  flow
  34.15     0.000  1      115.85     0.000  1      127.62     0.000  2
  35.37     0.000  1      117.07     0.000  1      127.71     0.000  2
  36.59     0.000  1      118.29     0.000  1      127.81     0.000  2
  37.80     0.000  1      119.51     0.000  1      127.90     0.000  2
  39.02     0.000  1      120.73     0.000  1      127.99     0.000  2
  40.24     0.000  1      121.95     0.000  1      128.08     0.000  2
  41.46     0.000  1      122.04     0.000  2      128.17     0.000  2
  42.68     0.000  1      122.13     0.000  2      128.26     0.000  2
  43.90     0.000  1      122.22     0.000  2      128.35     0.000  2
  45.12     0.000  1      122.32     0.000  2      128.45     0.000  2
  46.34     0.000  1      122.41     0.000  2      128.54     0.000  2
  47.56     0.000  1      122.50     0.000  2      128.63     0.000  2
  48.78     0.000  1      122.59     0.000  2      128.72     0.000  2
  50.00     0.000  1      122.68     0.000  2      128.81     0.000  2
  51.22     0.000  1      122.77     0.000  2      128.90     0.000  2
  52.44     0.000  1      122.87     0.000  2      129.00     0.000  2
  53.66     0.000  1      122.96     0.000  2      129.09     0.000  2
  54.88     0.000  1      123.05     0.000  2      129.18     0.000  2
  56.10     0.000  1      123.14     0.000  2      129.27     0.000  2
  57.32     0.000  1      123.23     0.000  2      129.36     0.000  2
  58.54     0.000  1      123.32     0.000  2      129.45     0.000  2
  59.76     0.000  1      123.41     0.000  2      129.54     0.000  2
  60.98     0.000  1      123.51     0.000  2      129.64     0.000  2
  62.19     0.000  1      123.60     0.000  2      129.73     0.000  2
  63.41     0.000  1      123.69     0.000  2      129.82     0.000  2
  64.63     0.000  1      123.78     0.000  2      129.91     0.000  2
  65.85     0.000  1      123.87     0.000  2      130.00     0.000  2
  67.07     0.000  1      123.96     0.000  2      130.09     0.000  2
  68.29     0.000  1      124.05     0.000  2      130.19     0.000  2
  69.51     0.000  1      124.15     0.000  2      130.28     0.000  2
  70.73     0.000  1      124.24     0.000  2      130.37     0.000  2
  71.95     0.000  1      124.33     0.000  2      130.46     0.000  2
  73.17     0.000  1      124.42     0.000  2      130.55     0.000  2
  74.39     0.000  1      124.51     0.000  2      130.64     0.000  2
  75.61     0.000  1      124.60     0.000  2      130.73     0.000  2
  76.83     0.000  1      124.70     0.000  2      130.83     0.000  2
  78.05     0.000  1      124.79     0.000  2      130.92     0.000  2
  79.27     0.000  1      124.88     0.000  2      131.01     0.000  2
  80.49     0.000  1      124.97     0.000  2      131.10     0.000  2
  81.71     0.000  1      125.06     0.000  2

note:  (+) soil loss - detachment     (-) soil loss - deposition



III. OFF SITE EFFECTS  OFF SITE EFFECTS  OFF SITE EFFECTS
     ----------------  ----------------  ----------------

     A.  SEDIMENT LEAVING PROFILE for year    1     0.000 kg/m



     B.  SEDIMENT CHARACTERISTICS AND ENRICHMENT

     Sediment particle information leaving profile
-------------------------------------------------------------------------------
                                 Particle Composition         Detached Fraction
Class  Diameter  Specific  ---------------------------------  Sediment  In Flow
         (mm)    Gravity   % Sand   % Silt   % Clay   % O.M.  Fraction  Exiting
-------------------------------------------------------------------------------
  1     0.002      2.60      0.0      0.0    100.0     33.3     0.039    0.000
  2     0.010      2.65      0.0    100.0      0.0      0.0     0.330    0.000
  3     0.030      1.80      0.0     80.0     20.0      6.7     0.270    0.000
  4     0.300      1.60     55.6     21.6     22.8      7.6     0.250    0.000
  5     0.200      2.65    100.0      0.0      0.0      0.0     0.111    0.000
-------------------------------------------------------------------------------


     Weighted SSA enrichment ratio leaving profile for year    1 =   0.00


     HILLSLOPE 1 YEARLY SUMMARY FOR    2
     ----------------------------------


I.   RAINFALL AND RUNOFF SUMMARY
     -------- --- ------ -------

      year:      2

         Rainfall         Storm Runoff        Melt Runoff
      events   amount   events   amount     events  amount
                (mm)              (mm)               (mm)

       119     762.40       0       0.00      10      44.92


II.  ON SITE EFFECTS  ON SITE EFFECTS  ON SITE EFFECTS
     ---------------  ---------------  ---------------


  A.  AREA OF NET SOIL LOSS

      ** Soil Loss (Avg. of Net Detachment Areas) =    0.153 kg/m2 **
      ** Maximum Soil Loss  =    0.336 kg/m2 at  121.95 meters **


      Area of    Soil Loss   Soil Loss   MAX   MAX Loss   MIN   MIN Loss
      Net Loss      MEAN      STDEV      Loss    Point    Loss   Point
        (m)       (kg/m2)     (kg/m2)  (kg/m2)    (m)    (kg/m2)  (m)
------------------------------------------------------------------------
  75.61- 121.95    0.153     0.106      0.336  121.95     0.000    76.83



  C.  SOIL LOSS/DEPOSITION ALONG SLOPE PROFILE

          Profile distances are from top to bottom of hillslope


 distance soil  flow    distance   soil  flow    distance   soil  flow
    (m)   loss  elem       (m)     loss  elem       (m)     loss  elem
         (kg/m2)                  (kg/m2)                  (kg/m2)
------------------------------------------------------------------------

   1.22     0.000  1       82.93     0.028  1      125.15     0.000  2
   2.44     0.000  1       84.15     0.034  1      125.24     0.000  2
   3.66     0.000  1       85.37     0.040  1      125.34     0.000  2
   4.88     0.000  1       86.58     0.045  1      125.43     0.000  2
   6.10     0.000  1       87.80     0.051  1      125.52     0.000  2
   7.32     0.000  1       89.02     0.058  1      125.61     0.000  2
   8.54     0.000  1       90.24     0.068  1      125.70     0.000  2
   9.76     0.000  1       91.46     0.079  1      125.79     0.000  2
  10.98     0.000  1       92.68     0.090  1      125.88     0.000  2
  12.20     0.000  1       93.90     0.101  1      125.98     0.000  2
  13.41     0.000  1       95.12     0.111  1      126.07     0.000  2
  14.63     0.000  1       96.34     0.122  1      126.16     0.000  2
  15.85     0.000  1       97.56     0.132  1      126.25     0.000  2
  17.07     0.000  1       98.78     0.143  1      126.34     0.000  2
  18.29     0.000  1      100.00     0.153  1      126.43     0.000  2
  19.51     0.000  1      101.22     0.164  1      126.53     0.000  2
  20.73     0.000  1      102.44     0.174  1      126.62     0.000  2
  21.95     0.000  1      103.66     0.184  1      126.71     0.000  2
  23.17     0.000  1      104.88     0.195  1      126.80     0.000  2
  24.39     0.000  1      106.10     0.205  1      126.89     0.000  2
  25.61     0.000  1      107.32     0.215  1      126.98     0.000  2
  26.83     0.000  1      108.54     0.226  1      127.07     0.000  2
  28.05     0.000  1      109.75     0.236  1      127.17     0.000  2
  29.27     0.000  1      110.97     0.246  1      127.26     0.000  2
  30.49     0.000  1      112.19     0.256  1      127.35     0.000  2
  31.71     0.000  1      113.41     0.266  1      127.44     0.000  2
  32.93     0.000  1      114.63     0.276  1      127.53     0.000  2
  34.15     0.000  1      115.85     0.286  1      127.62     0.000  2
  35.37     0.000  1      117.07     0.296  1      127.71     0.000  2
  36.59     0.000  1      118.29     0.306  1      127.81     0.000  2
  37.80     0.000  1      119.51     0.316  1      127.90     0.000  2
  39.02     0.000  1      120.73     0.326  1      127.99     0.000  2
  40.24     0.000  1      121.95     0.336  1      128.08     0.000  2
  41.46     0.000  1      122.04     0.000  2      128.17     0.000  2
  42.68     0.000  1      122.13     0.000  2      128.26     0.000  2
  43.90     0.000  1      122.22     0.000  2      128.35     0.000  2
  45.12     0.000  1      122.32     0.000  2      128.45     0.000  2
  46.34     0.000  1      122.41     0.000  2      128.54     0.000  2
  47.56     0.000  1      122.50     0.000  2      128.63     0.000  2
  48.78     0.000  1      122.59     0.000  2      128.72     0.000  2
  50.00     0.000  1      122.68     0.000  2      128.81     0.000  2
  51.22     0.000  1      122.77     0.000  2      128.90     0.000  2
  52.44     0.000  1      122.87     0.000  2      129.00     0.000  2
  53.66     0.000  1      122.96     0.000  2      129.09     0.000  2
  54.88     0.000  1      123.05     0.000  2      129.18     0.000  2
  56.10     0.000  1      123.14     0.000  2      129.27     0.000  2
  57.32     0.000  1      123.23     0.000  2      129.36     0.000  2
  58.54     0.000  1      123.32     0.000  2      129.45     0.000  2
  59.76     0.000  1      123.41     0.000  2      129.54     0.000  2
  60.98     0.000  1      123.51     0.000  2      129.64     0.000  2
  62.19     0.000  1      123.60     0.000  2      129.73     0.000  2
  63.41     0.000  1      123.69     0.000  2      129.82     0.000  2
  64.63     0.000  1      123.78     0.000  2      129.91     0.000  2
  65.85     0.000  1      123.87     0.000  2      130.00     0.000  2
  67.07     0.000  1      123.96     0.000  2      130.09     0.000  2
  68.29     0.000  1      124.05     0.000  2      130.19     0.000  2
  69.51     0.000  1      124.15     0.000  2      130.28     0.000  2
  70.73     0.000  1      124.24     0.000  2      130.37     0.000  2
  71.95     0.000  1      124.33     0.000  2      130.46     0.000  2
  73.17     0.000  1      124.42     0.000  2      130.55     0.000  2
  74.39     0.000  1      124.51     0.000  2      130.64     0.000  2
  75.61     0.000  1      124.60     0.000  2      130.73     0.000  2
  76.83     0.000  1      124.70     0.000  2      130.83     0.000  2
  78.05     0.005  1      124.79     0.000  2      130.92     0.000  2
  79.27     0.011  1      124.88     0.000  2      131.01     0.000  2
  80.49     0.017  1      124.97     0.000  2      131.10     0.000  2
  81.71     0.022  1      125.06     0.000  2

note:  (+) soil loss - detachment     (-) soil loss - deposition



III. OFF SITE EFFECTS  OFF SITE EFFECTS  OFF SITE EFFECTS
     ----------------  ----------------  ----------------

     A.  SEDIMENT LEAVING PROFILE for year    2     7.096 kg/m



     B.  SEDIMENT CHARACTERISTICS AND ENRICHMENT

     Sediment particle information leaving profile
-------------------------------------------------------------------------------
                                 Particle Composition         Detached Fraction
Class  Diameter  Specific  ---------------------------------  Sediment  In Flow
         (mm)    Gravity   % Sand   % Silt   % Clay   % O.M.  Fraction  Exiting
-------------------------------------------------------------------------------
  1     0.002      2.60      0.0      0.0    100.0     33.3     0.039    0.039
  2     0.010      2.65      0.0    100.0      0.0      0.0     0.330    0.330
  3     0.030      1.80      0.0     80.0     20.0      6.7     0.270    0.270
  4     0.300      1.60     55.6     21.6     22.8      7.6     0.250    0.250
  5     0.200      2.65    100.0      0.0      0.0      0.0     0.111    0.111
-------------------------------------------------------------------------------


     Weighted SSA enrichment ratio leaving profile for year    2 =   1.00


     HILLSLOPE 1 YEARLY SUMMARY FOR    3
     ----------------------------------


I.   RAINFALL AND RUNOFF SUMMARY
     -------- --- ------ -------

      year:      3

         Rainfall         Storm Runoff        Melt Runoff
      events   amount   events   amount     events  amount
                (mm)              (mm)               (mm)

       114     724.70       1       0.03       1       0.00


II.  ON SITE EFFECTS  ON SITE EFFECTS  ON SITE EFFECTS
     ---------------  ---------------  ---------------


  A.  AREA OF NET SOIL LOSS

      ** Soil Loss (Avg. of Net Detachment Areas) =    0.016 kg/m2 **
      ** Maximum Soil Loss  =    0.026 kg/m2 at  121.95 meters **


      Area of    Soil Loss   Soil Loss   MAX   MAX Loss   MIN   MIN Loss
      Net Loss      MEAN      STDEV      Loss    Point    Loss   Point
        (m)       (kg/m2)     (kg/m2)  (kg/m2)    (m)    (kg/m2)  (m)
------------------------------------------------------------------------
   0.00- 127.35    0.016     0.011      0.026  121.95     0.000   127.35

  B.  AREA OF SOIL DEPOSITION

      ** Soil Deposition (Avg. of Net Deposition Areas) =    -0.465 kg/m2 **
      ** Maximum Soil Deposition  =    -1.048 kg/m2 at  131.10 meters **

      Area of    Soil Dep   Soil Dep     MAX    MAX Dep   MIN   MIN Dep
      Net Dep       MEAN     STDEV       Dep     Point    Dep    Point
        (m)       (kg/m2)    (kg/m2)   (kg/m2)    (m)    (kg/m2)  (m)
------------------------------------------------------------------------
 127.35- 131.10   -0.465     0.301     -1.048  131.10    -0.003   127.44



  C.  SOIL LOSS/DEPOSITION ALONG SLOPE PROFILE

          Profile distances are from top to bottom of hillslope


 distance soil  flow    distance   soil  flow    distance   soil  flow
    (m)   loss  elem       (m)     loss  elem       (m)     loss  elem
         (kg/m2)                  (kg/m2)                  (kg/m2)
------------------------------------------------------------------------

   1.22     0.007  1       82.93     0.021  1      125.15     0.000  2
   2.44     0.008  1       84.15     0.021  1      125.24     0.000  2
   3.66     0.008  1       85.37     0.021  1      125.34     0.000  2
   4.88     0.008  1       86.58     0.022  1      125.43     0.000  2
   6.10     0.008  1       87.80     0.022  1      125.52     0.000  2
   7.32     0.008  1       89.02     0.022  1      125.61     0.000  2
   8.54     0.008  1       90.24     0.022  1      125.70     0.000  2
   9.76     0.008  1       91.46     0.022  1      125.79     0.000  2
  10.98     0.008  1       92.68     0.022  1      125.88     0.000  2
  12.20     0.008  1       93.90     0.023  1      125.98     0.000  2
  13.41     0.008  1       95.12     0.023  1      126.07     0.000  2
  14.63     0.008  1       96.34     0.023  1      126.16     0.000  2
  15.85     0.008  1       97.56     0.023  1      126.25     0.000  2
  17.07     0.008  1       98.78     0.023  1      126.34     0.000  2
  18.29     0.008  1      100.00     0.023  1      126.43     0.000  2
  19.51     0.008  1      101.22     0.023  1      126.53     0.000  2
  20.73     0.008  1      102.44     0.024  1      126.62     0.000  2
  21.95     0.008  1      103.66     0.024  1      126.71     0.000  2
  23.17     0.008  1      104.88     0.024  1      126.80     0.000  2
  24.39     0.008  1      106.10     0.024  1      126.89     0.000  2
  25.61     0.009  1      107.32     0.024  1      126.98     0.000  2
  26.83     0.009  1      108.54     0.024  1      127.07     0.000  2
  28.05     0.009  1      109.75     0.025  1      127.17     0.000  2
  29.27     0.009  1      110.97     0.025  1      127.26     0.000  2
  30.49     0.010  1      112.19     0.025  1      127.35     0.000  2
  31.71     0.010  1      113.41     0.025  1      127.44    -0.003  2
  32.93     0.010  1      114.63     0.025  1      127.53    -0.016  2
  34.15     0.011  1      115.85     0.025  1      127.62    -0.038  2
  35.37     0.011  1      117.07     0.025  1      127.71    -0.060  2
  36.59     0.011  1      118.29     0.026  1      127.81    -0.082  2
  37.80     0.012  1      119.51     0.026  1      127.90    -0.104  2
  39.02     0.012  1      120.73     0.026  1      127.99    -0.126  2
  40.24     0.012  1      121.95     0.026  1      128.08    -0.148  2
  41.46     0.012  1      122.04     0.000  2      128.17    -0.170  2
  42.68     0.013  1      122.13     0.000  2      128.26    -0.192  2
  43.90     0.013  1      122.22     0.000  2      128.35    -0.215  2
  45.12     0.013  1      122.32     0.000  2      128.45    -0.237  2
  46.34     0.014  1      122.41     0.000  2      128.54    -0.260  2
  47.56     0.014  1      122.50     0.000  2      128.63    -0.282  2
  48.78     0.014  1      122.59     0.000  2      128.72    -0.305  2
  50.00     0.015  1      122.68     0.000  2      128.81    -0.328  2
  51.22     0.015  1      122.77     0.000  2      128.90    -0.351  2
  52.44     0.015  1      122.87     0.000  2      129.00    -0.374  2
  53.66     0.016  1      122.96     0.000  2      129.09    -0.398  2
  54.88     0.016  1      123.05     0.000  2      129.18    -0.421  2
  56.10     0.016  1      123.14     0.000  2      129.27    -0.445  2
  57.32     0.017  1      123.23     0.000  2      129.36    -0.469  2
  58.54     0.017  1      123.32     0.000  2      129.45    -0.493  2
  59.76     0.018  1      123.41     0.000  2      129.54    -0.517  2
  60.98     0.018  1      123.51     0.000  2      129.64    -0.542  2
  62.19     0.018  1      123.60     0.000  2      129.73    -0.566  2
  63.41     0.018  1      123.69     0.000  2      129.82    -0.592  2
  64.63     0.018  1      123.78     0.000  2      129.91    -0.617  2
  65.85     0.019  1      123.87     0.000  2      130.00    -0.643  2
  67.07     0.019  1      123.96     0.000  2      130.09    -0.670  2
  68.29     0.019  1      124.05     0.000  2      130.19    -0.697  2
  69.51     0.019  1      124.15     0.000  2      130.28    -0.724  2
  70.73     0.019  1      124.24     0.000  2      130.37    -0.753  2
  71.95     0.020  1      124.33     0.000  2      130.46    -0.782  2
  73.17     0.020  1      124.42     0.000  2      130.55    -0.813  2
  74.39     0.020  1      124.51     0.000  2      130.64    -0.844  2
  75.61     0.020  1      124.60     0.000  2      130.73    -0.878  2
  76.83     0.020  1      124.70     0.000  2      130.83    -0.914  2
  78.05     0.020  1      124.79     0.000  2      130.92    -0.953  2
  79.27     0.021  1      124.88     0.000  2      131.01    -0.997  2
  80.49     0.021  1      124.97     0.000  2      131.10    -1.048  2
  81.71     0.021  1      125.06     0.000  2

note:  (+) soil loss - detachment     (-) soil loss - deposition



III. OFF SITE EFFECTS  OFF SITE EFFECTS  OFF SITE EFFECTS
     ----------------  ----------------  ----------------

     A.  SEDIMENT LEAVING PROFILE for year    3     0.281 kg/m



     B.  SEDIMENT CHARACTERISTICS AND ENRICHMENT

     Sediment particle information leaving profile
-------------------------------------------------------------------------------
                                 Particle Composition         Detached Fraction
Class  Diameter  Specific  ---------------------------------  Sediment  In Flow
         (mm)    Gravity   % Sand   % Silt   % Clay   % O.M.  Fraction  Exiting
-------------------------------------------------------------------------------
  1     0.002      2.60      0.0      0.0    100.0     33.3     0.039    0.201
  2     0.010      2.65      0.0    100.0      0.0      0.0     0.330    0.686
  3     0.030      1.80      0.0     80.0     20.0      6.7     0.270    0.094
  4     0.300      1.60     55.6     21.6     22.8      7.6     0.250    0.018
  5     0.200      2.65    100.0      0.0      0.0      0.0     0.111    0.001
-------------------------------------------------------------------------------


     Weighted SSA enrichment ratio leaving profile for year    3 =   1.46


     HILLSLOPE 1 YEARLY SUMMARY FOR    4
     ----------------------------------


I.   RAINFALL AND RUNOFF SUMMARY
     -------- --- ------ -------

      year:      4

         Rainfall         Storm Runoff        Melt Runoff
      events   amount   events   amount     events  amount
                (mm)              (mm)               (mm)

       116     803.90       0       0.00       3      50.79


II.  ON SITE EFFECTS  ON SITE EFFECTS  ON SITE EFFECTS
     ---------------  ---------------  ---------------


  A.  AREA OF NET SOIL LOSS

      ** Soil Loss (Avg. of Net Detachment Areas) =    0.058 kg/m2 **
      ** Maximum Soil Loss  =    0.216 kg/m2 at  121.95 meters **


      Area of    Soil Loss   Soil Loss   MAX   MAX Loss   MIN   MIN Loss
      Net Loss      MEAN      STDEV      Loss    Point    Loss   Point
        (m)       (kg/m2)     (kg/m2)  (kg/m2)    (m)    (kg/m2)  (m)
------------------------------------------------------------------------
  51.22- 121.95    0.058     0.065      0.216  121.95     0.000    52.44



  C.  SOIL LOSS/DEPOSITION ALONG SLOPE PROFILE

          Profile distances are from top to bottom of hillslope


 distance soil  flow    distance   soil  flow    distance   soil  flow
    (m)   loss  elem       (m)     loss  elem       (m)     loss  elem
         (kg/m2)                  (kg/m2)                  (kg/m2)
------------------------------------------------------------------------

   1.22     0.000  1       82.93     0.020  1      125.15     0.000  2
   2.44     0.000  1       84.15     0.021  1      125.24     0.000  2
   3.66     0.000  1       85.37     0.021  1      125.34     0.000  2
   4.88     0.000  1       86.58     0.022  1      125.43     0.000  2
   6.10     0.000  1       87.80     0.022  1      125.52     0.000  2
   7.32     0.000  1       89.02     0.023  1      125.61     0.000  2
   8.54     0.000  1       90.24     0.024  1      125.70     0.000  2
   9.76     0.000  1       91.46     0.024  1      125.79     0.000  2
  10.98     0.000  1       92.68     0.025  1      125.88     0.000  2
  12.20     0.000  1       93.90     0.025  1      125.98     0.000  2
  13.41     0.000  1       95.12     0.031  1      126.07     0.000  2
  14.63     0.000  1       96.34     0.040  1      126.16     0.000  2
  15.85     0.000  1       97.56     0.049  1      126.25     0.000  2
  17.07     0.000  1       98.78     0.057  1      126.34     0.000  2
  18.29     0.000  1      100.00     0.066  1      126.43     0.000  2
  19.51     0.000  1      101.22     0.075  1      126.53     0.000  2
  20.73     0.000  1      102.44     0.083  1      126.62     0.000  2
  21.95     0.000  1      103.66     0.092  1      126.71     0.000  2
  23.17     0.000  1      104.88     0.100  1      126.80     0.000  2
  24.39     0.000  1      106.10     0.109  1      126.89     0.000  2
  25.61     0.000  1      107.32     0.117  1      126.98     0.000  2
  26.83     0.000  1      108.54     0.125  1      127.07     0.000  2
  28.05     0.000  1      109.75     0.134  1      127.17     0.000  2
  29.27     0.000  1      110.97     0.142  1      127.26     0.000  2
  30.49     0.000  1      112.19     0.150  1      127.35     0.000  2
  31.71     0.000  1      113.41     0.159  1      127.44     0.000  2
  32.93     0.000  1      114.63     0.167  1      127.53     0.000  2
  34.15     0.000  1      115.85     0.175  1      127.62     0.000  2
  35.37     0.000  1      117.07     0.183  1      127.71     0.000  2
  36.59     0.000  1      118.29     0.191  1      127.81     0.000  2
  37.80     0.000  1      119.51     0.200  1      127.90     0.000  2
  39.02     0.000  1      120.73     0.208  1      127.99     0.000  2
  40.24     0.000  1      121.95     0.216  1      128.08     0.000  2
  41.46     0.000  1      122.04     0.000  2      128.17     0.000  2
  42.68     0.000  1      122.13     0.000  2      128.26     0.000  2
  43.90     0.000  1      122.22     0.000  2      128.35     0.000  2
  45.12     0.000  1      122.32     0.000  2      128.45     0.000  2
  46.34     0.000  1      122.41     0.000  2      128.54     0.000  2
  47.56     0.000  1      122.50     0.000  2      128.63     0.000  2
  48.78     0.000  1      122.59     0.000  2      128.72     0.000  2
  50.00     0.000  1      122.68     0.000  2      128.81     0.000  2
  51.22     0.000  1      122.77     0.000  2      128.90     0.000  2
  52.44     0.000  1      122.87     0.000  2      129.00     0.000  2
  53.66     0.001  1      122.96     0.000  2      129.09     0.000  2
  54.88     0.003  1      123.05     0.000  2      129.18     0.000  2
  56.10     0.004  1      123.14     0.000  2      129.27     0.000  2
  57.32     0.005  1      123.23     0.000  2      129.36     0.000  2
  58.54     0.006  1      123.32     0.000  2      129.45     0.000  2
  59.76     0.007  1      123.41     0.000  2      129.54     0.000  2
  60.98     0.009  1      123.51     0.000  2      129.64     0.000  2
  62.19     0.010  1      123.60     0.000  2      129.73     0.000  2
  63.41     0.010  1      123.69     0.000  2      129.82     0.000  2
  64.63     0.011  1      123.78     0.000  2      129.91     0.000  2
  65.85     0.012  1      123.87     0.000  2      130.00     0.000  2
  67.07     0.012  1      123.96     0.000  2      130.09     0.000  2
  68.29     0.013  1      124.05     0.000  2      130.19     0.000  2
  69.51     0.013  1      124.15     0.000  2      130.28     0.000  2
  70.73     0.014  1      124.24     0.000  2      130.37     0.000  2
  71.95     0.015  1      124.33     0.000  2      130.46     0.000  2
  73.17     0.015  1      124.42     0.000  2      130.55     0.000  2
  74.39     0.016  1      124.51     0.000  2      130.64     0.000  2
  75.61     0.016  1      124.60     0.000  2      130.73     0.000  2
  76.83     0.017  1      124.70     0.000  2      130.83     0.000  2
  78.05     0.018  1      124.79     0.000  2      130.92     0.000  2
  79.27     0.018  1      124.88     0.000  2      131.01     0.000  2
  80.49     0.019  1      124.97     0.000  2      131.10     0.000  2
  81.71     0.019  1      125.06     0.000  2

note:  (+) soil loss - detachment     (-) soil loss - deposition



