 Annual; abbreviated (Metric Units)                                     


          USDA WATER EROSION PREDICTION PROJECT
          -------------------------------------

          HILLSLOPE PROFILE AND WATERSHED MODEL
                     VERSION  2000.100
             June 31,       2000


               TO REPORT PROBLEMS OR TO BE PUT ON THE MAILING
               LIST FOR FUTURE WEPP MODEL RELEASES, PLEASE CONTACT:

                    WEPP TECHNICAL SUPPORT
                    USDA-AGRICULTURAL RESEARCH SERVICE
                    NATIONAL SOIL EROSION RESEARCH LABORATORY
                    1196 BUILDING SOIL, PURDUE UNIVERSITY
                    WEST LAFAYETTE, IN 47907-1196  USA

                    PHONE: (765) 494-8673
                      FAX: (765) 494-5948
                    email:  wepp@ecn.purdue.edu
                      URL:  http://topsoil.nserl.purdue.edu/weppmain/wepp.html


     HILLSLOPE INPUT DATA FILES - VERSION  2000.100
        June 31,       2000


    MANAGEMENT: ../working/wepp-156779.man                        
 MAN. PRACTICE: Two OFEs to drive the Disturbed WEPP interface              
                for forest conditions                                       
                W. Elliot 02/99                                             
         SLOPE: ../working/wepp-156779.slp                        
       CLIMATE: ../working/wepp-156779.cli                        
       Station:  GASCON NM Adjusted +                           CLIGEN VERSION  4.31
          SOIL: ../working/wepp-156779.sol                        
      PLANE  1 HIGH                loam                
      PLANE  2 HIGH                loam                


     ANNUAL AVERAGE SUMMARIES
     ------------------------


I.   RAINFALL AND RUNOFF SUMMARY
     -------- --- ------ -------

      total summary:  years    1 -   30

      2195 storms produced                        19527.91 mm of precipitation
       252 rain storm runoff events produced       1024.85 mm of runoff
        23 snow melts and/or
             events during winter produced          179.99 mm of runoff

      annual averages
      ---------------

        Number of years                                   30
        Mean annual precipitation                     650.93    mm
        Mean annual runoff from rainfall               34.16    mm
        Mean annual runoff from snow melt
          and/or rain storm during winter               6.00    mm



II.  ON SITE EFFECTS  ON SITE EFFECTS  ON SITE EFFECTS
     ---------------  ---------------  ---------------


  A.  AREA OF NET SOIL LOSS

      ** Soil Loss (Avg. of Net Detachment Areas) =    7.954 kg/m2 **
      ** Maximum Soil Loss  =   12.326 kg/m2 at  228.66 meters **


      Area of    Soil Loss   Soil Loss   MAX   MAX Loss   MIN   MIN Loss
      Net Loss      MEAN      STDEV      Loss    Point    Loss   Point
        (m)       (kg/m2)     (kg/m2)  (kg/m2)    (m)    (kg/m2)  (m)
------------------------------------------------------------------------
   0.00- 304.88    7.954     3.638     12.326  228.66     0.237     1.52



  C.  SOIL LOSS/DEPOSITION ALONG SLOPE PROFILE

          Profile distances are from top to bottom of hillslope
  57.93     4.899  1      160.06    10.649  2      262.20     9.169  2
  59.45     5.068  1      161.59    10.692  2      263.72     9.000  2
  60.98     5.238  1      163.11    10.735  2      265.25     8.828  2
  62.50     5.408  1      164.64    10.777  2      266.77     8.654  2
  64.02     5.579  1      166.16    10.819  2      268.29     8.478  2
  65.55     5.751  1      167.68    10.860  2      269.82     8.300  2
  67.07     5.923  1      169.21    10.901  2      271.34     8.120  2
  68.60     6.096  1      170.73    10.942  2      272.87     7.937  2
  70.12     6.270  1      172.26    10.983  2      274.39     7.752  2
  71.65     6.444  1      173.78    11.023  2      275.92     7.565  2
  73.17     6.618  1      175.31    11.063  2      277.44     7.376  2
  74.70     6.794  1      176.83    11.103  2      278.97     7.170  2
  76.22     6.969  1      178.35    11.143  2      280.49     6.960  2
  77.74     7.107  1      179.88    11.182  2      282.01     6.746  2
  79.27     7.205  1      181.40    11.221  2      283.54     6.531  2
  80.79     7.302  1      182.93    11.260  2      285.06     6.323  2
  82.32     7.398  1      184.45    11.298  2      286.59     6.113  2
  83.84     7.493  1      185.98    11.336  2      288.11     5.840  2
  85.37     7.588  1      187.50    11.374  2      289.64     5.577  2
  86.89     7.681  1      189.03    11.412  2      291.16     5.311  2
  88.42     7.774  1      190.55    11.449  2      292.68     5.042  2
  89.94     7.865  1      192.07    11.486  2      294.21     4.744  2
  91.46     7.956  1      193.60    11.523  2      295.73     4.413  2
  92.99     8.046  1      195.12    11.560  2      297.26     4.102  2
  94.51     8.135  1      196.65    11.597  2      298.78     3.649  2
  96.04     8.223  1      198.17    11.633  2      300.31     3.044  2
  97.56     8.311  1      199.70    11.669  2      301.83     2.411  2
  99.09     8.398  1      201.22    11.705  2      303.36     1.762  2
 100.61     8.484  1      202.75    11.740  2      304.88     1.073  2
 102.13     8.569  1      204.27    11.777  2

note:  (+) soil loss - detachment     (-) soil loss - deposition



III. OFF SITE EFFECTS  OFF SITE EFFECTS  OFF SITE EFFECTS
     ----------------  ----------------  ----------------

     A.  AVERAGE ANNUAL SEDIMENT LEAVING PROFILE
          2424.966   kg/m of width
         *********     kg (based on profile width of    100.000      m)
            79.538   t/ha (assuming contributions from     3.049     ha)
     B.  SEDIMENT CHARACTERISTICS AND ENRICHMENT

     Sediment particle information leaving profile
-------------------------------------------------------------------------------
                                 Particle Composition         Detached Fraction
Class  Diameter  Specific  ---------------------------------  Sediment  In Flow
         (mm)    Gravity   % Sand   % Silt   % Clay   % O.M.  Fraction  Exiting
-------------------------------------------------------------------------------
  1     0.002      2.60      0.0      0.0    100.0     25.0     0.052    0.052
  2     0.010      2.65      0.0    100.0      0.0      0.0     0.092    0.093
  3     0.030      1.80      0.0     63.6     36.4      9.1     0.258    0.260
  4     0.400      1.60     67.2     20.8     12.0      3.0     0.451    0.451
  5     0.200      2.65    100.0      0.0      0.0      0.0     0.147    0.144
-------------------------------------------------------------------------------


     Average annual SSA enrichment ratio leaving profile =   1.00
